Date,Open,High,Low,Close,Adj Close,Volume
2002-10-28,36.125,36.5,35.549999,35.849998,25.394152,134504
2002-10-29,35.75,36.450001,35.549999,36.162498,25.615515,143024
2002-10-30,36.5,37.4375,36.25,36.775002,26.049377,164320
2002-10-31,37,37.5,36.799999,37.349998,26.456669,118928
2002-11-01,37.525002,38.150002,36.762501,36.962502,26.182184,108792
2002-11-04,37.5,37.5,36.950001,37.237499,26.37698,56560
2002-11-05,36.887501,37.325001,36.599998,36.837502,26.093649,70288
2002-11-06,36.837502,36.837502,36.837502,36.837502,26.093649,0
2002-11-07,37.5,39.5,37.5,37.974998,26.899387,204880
2002-11-08,37.25,37.737499,37.025002,37.3125,26.430115,77664
2002-11-11,37.5,37.5,36.674999,36.75,26.03167,66568
2002-11-12,36.5,37.5,36.5,36.9375,26.164476,106864
2002-11-13,37.125,37.224998,36.424999,36.625,25.943115,106264
2002-11-14,37.200001,37.900002,36.637501,37.125,26.297293,211856
2002-11-15,37.950001,38.162498,37.5,37.924999,26.863968,154144
2002-11-18,38.25,38.737499,37.837502,38.3125,27.138454,217672
2002-11-19,38.3125,38.3125,38.3125,38.3125,27.138454,0
2002-11-20,38.25,39.875,38.25,39.575001,28.032732,406128
2002-11-21,40.3125,44.724998,40.3125,43,30.458817,2664024
2002-11-22,41.387501,45.174999,41.387501,42.337502,29.98954,1184016
2002-11-25,42.75,43.200001,41.75,42.262501,29.936428,428920
2002-11-26,42.625,43.450001,41.775002,42.012501,29.759333,367496
2002-11-27,42.75,42.75,40.887501,41.125,29.130663,301128
2002-11-28,41.525002,43.724998,41.512501,42.799999,30.317152,447680
2002-11-29,42.799999,42.799999,42.799999,42.799999,30.317152,0
2002-12-02,44.875,49,44.474998,47.387501,33.566685,1388680
2002-12-03,48.5,52.424999,46.775002,50.099998,35.488056,4082608
2002-12-04,49.224998,51.1875,47.762501,48.424999,34.301586,2594928
2002-12-05,48.125,51.112499,48.125,49.650002,35.169308,1720264
2002-12-06,50.5,51.674999,49.637501,50.950001,36.090172,1139968
2002-12-09,50.75,51.724998,48.025002,48.5,34.354706,975768
2002-12-10,47.625,50.5,47.275002,49.612499,35.142754,837808
2002-12-11,51,53.987499,50.75,51.950001,36.7985,3286400
2002-12-12,52,54,52,52.375,37.099552,2568024
2002-12-13,53,53.674999,52.275002,52.587502,37.250088,1112288
2002-12-16,53.25,53.674999,50.025002,50.325001,35.647453,1231456
2002-12-17,51.275002,51.275002,48.900002,49.400002,34.992226,855656
2002-12-18,49.950001,50.724998,48.599998,48.9375,34.664604,618096
2002-12-19,49.924999,54.375,49.375,53.075001,37.59539,3770256
2002-12-20,53.75,54.950001,52.5,53.512501,37.9053,2952072
2002-12-23,53.75,53.762501,51.25,51.612499,36.559433,1277744
2002-12-24,51.75,54,51.5625,53.737499,38.064667,1729840
2002-12-25,53.737499,53.737499,53.737499,53.737499,38.064667,0
2002-12-26,54.150002,55.950001,53.25,55.262501,39.144882,2894448
2002-12-27,55.650002,55.875,53.787498,54.012501,38.259472,956984
2002-12-30,54,57.724998,52.762501,57.150002,40.481903,4253744
2002-12-31,57.525002,61.087502,56,60.112499,42.580379,9998480
2003-01-01,59.987499,61.974998,59.987499,61.087502,43.270992,6027072
2003-01-02,61.525002,62.924999,57.912498,58.299999,41.296505,5325328
2003-01-03,60,61.049999,58.5,59.012501,41.801189,4198040
2003-01-06,59.924999,60.1875,56.875,57.262501,40.561584,4121520
2003-01-07,58,58.5,56.0625,56.599998,40.092308,2650800
2003-01-08,57.349998,59.150002,56.924999,58.625,41.526714,2648456
2003-01-09,59,60.150002,58.450001,59.200001,41.934006,2630400
2003-01-10,60,60,55.262501,55.575001,39.366261,1702816
2003-01-13,56.224998,56.75,54.25,56.137501,39.76469,2421496
2003-01-14,56.724998,58.625,56.5,56.887501,40.295956,2239360
2003-01-15,57.349998,58.625,57.025002,58.025002,41.101688,2759760
2003-01-16,58.462502,60.200001,57.525002,58.849998,41.686073,2842656
2003-01-17,58.125,59,57.275002,57.525002,40.747513,1284144
2003-01-20,57.25,57.474998,55.275002,55.6875,39.445938,928872
2003-01-21,55.762501,56.5625,54,54.237499,38.418823,1147240
2003-01-22,54.700001,55.75,54.075001,54.474998,38.587074,1081352
2003-01-23,53.75,54.474998,51.775002,52.474998,37.170395,1001872
2003-01-24,52.625,53.474998,49.887501,50.599998,35.842236,1436848
2003-01-27,48,49.974998,46.275002,47.075001,33.345329,916832
2003-01-28,48.137501,50.75,46.25,50.362499,35.673992,2043224
2003-01-29,50.525002,51.25,48.549999,48.9375,34.664604,1370440
2003-01-30,48.775002,51.099998,48.775002,49.6875,35.195881,1203464
2003-01-31,48.75,50.112499,48.174999,48.487499,34.345852,1083040
2003-02-03,48.8125,52.474998,48.625,52.1875,36.966732,1566808
2003-02-04,52.25,53.474998,50.012501,50.549999,35.806812,1311144
2003-02-05,49.75,50.5,48.837502,49.612499,35.142754,845080
2003-02-06,49.6875,50.900002,49.125,50.612499,35.851089,946624
2003-02-07,50.137501,51.912498,49.5625,50.125,35.505787,1023440
2003-02-10,49.5,50.224998,48.299999,48.462502,34.32814,449688
2003-02-11,48.5,49.737499,47.75,48.025002,34.018257,701960
2003-02-12,48.525002,48.75,47.025002,47.387501,33.566685,459064
2003-02-13,47.387501,47.387501,47.387501,47.387501,33.566685,0
2003-02-14,45.637501,47.849998,44.5625,44.987499,31.866632,790336
2003-02-17,46.25,48,45.787498,47.849998,33.894291,795272
2003-02-18,48.599998,49,47.325001,47.5625,33.690636,819688
2003-02-19,48.25,48.462502,47.412498,47.587502,33.708336,455960
2003-02-20,46.400002,47.737499,45.825001,47.4375,33.602104,542944
2003-02-21,47.5,47.950001,46.424999,46.612499,33.017715,494544
2003-02-24,47.737499,47.737499,46.5,46.900002,33.221359,326488
2003-02-25,45.387501,47,45.387501,45.799999,32.442177,264440
2003-02-26,46.275002,46.950001,44.650002,45,31.875513,422312
2003-02-27,44.75,46.450001,44.700001,45.6875,32.362495,280480
2003-02-28,47.387501,48.5,46.049999,48.049999,34.035942,694688
2003-03-03,46.275002,48.987499,46.275002,47.525002,33.664082,500896
2003-03-04,47,47,46,46.337502,32.822933,255760
2003-03-05,45.825001,47,44.9375,46.525002,32.95575,471552
2003-03-06,46.900002,46.900002,45,45.262501,32.061462,265080
2003-03-07,45.974998,45.974998,43.8125,44,31.167162,518664
2003-03-10,43.837502,44.25,40.375,41.025002,29.059837,346400
2003-03-11,40,43.450001,39.575001,42.012501,29.759333,497168
2003-03-12,43.174999,43.174999,41.200001,41.387501,29.316607,481872
2003-03-13,42.212502,42.724998,41,41.924999,29.697353,390112
2003-03-14,41.924999,41.924999,41.924999,41.924999,29.697353,0
2003-03-17,40.775002,43,40.275002,41.799999,29.608803,373856
2003-03-18,41.799999,41.799999,41.799999,41.799999,29.608803,0
2003-03-19,42.875,43.25,41.3125,41.712502,29.546818,374256
2003-03-20,41.875,43,41,42.724998,30.264025,537616
2003-03-21,42.724998,42.724998,42.724998,42.724998,30.264025,0
2003-03-24,43.375,43.75,41.25,41.587502,29.458284,328920
2003-03-25,42.474998,42.474998,40.125,40.987499,29.033266,351496
2003-03-26,42.25,42.25,40.125,40.799999,28.900461,260264
2003-03-27,40.474998,41,40,40.412498,28.625967,241056
2003-03-28,41.5,41.5,40,40.174999,28.457743,218000
2003-03-31,32.474998,39.712502,32.474998,38.387501,27.191576,230712
2003-04-01,null,null,null,null,null,null
2003-04-02,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-03,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-04,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-07,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-08,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-09,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-10,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-11,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-14,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-15,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-16,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-17,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-18,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-21,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-22,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-23,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-24,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-25,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-28,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-29,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-04-30,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-01,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-02,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-05,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-06,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-07,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-08,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-09,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-12,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-13,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-14,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-15,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-16,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-19,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-20,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-21,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-22,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-23,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-26,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-27,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-28,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-29,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-05-30,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-02,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-03,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-04,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-05,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-06,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-09,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-10,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-11,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-12,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-13,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-16,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-17,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-18,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-19,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-20,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-23,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-24,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-25,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-26,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-27,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-06-30,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-01,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-02,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-03,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-04,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-07,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-08,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-09,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-10,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-11,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-14,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-15,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-16,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-17,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-18,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-21,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-22,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-23,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-24,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-25,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-28,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-29,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-30,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-07-31,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-01,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-04,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-05,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-06,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-07,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-08,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-11,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-12,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-13,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-14,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-15,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-18,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-19,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-20,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-21,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-22,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-25,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-26,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-27,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-28,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-08-29,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-01,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-02,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-03,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-04,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-05,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-08,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-09,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-10,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-11,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-12,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-15,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-16,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-17,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-18,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-19,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-22,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-23,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-24,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-25,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-26,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-29,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-09-30,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-01,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-02,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-03,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-06,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-07,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-08,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-09,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-10,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-13,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-14,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-15,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-16,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-17,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-20,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-21,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-22,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-23,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-24,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-27,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-28,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-29,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-30,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-10-31,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-03,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-04,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-05,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-06,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-07,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-10,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-11,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-12,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-13,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-14,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-17,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-18,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-19,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-20,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-21,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-24,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-25,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-26,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-27,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-11-28,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-01,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-02,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-03,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-04,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-05,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-08,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-09,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-10,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-11,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-12,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-15,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-16,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-17,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-18,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-19,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-22,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-23,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-24,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-25,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-26,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-29,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-30,38.387501,38.387501,38.387501,38.387501,27.191576,0
2003-12-31,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-01,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-02,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-05,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-06,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-07,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-08,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-09,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-12,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-13,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-14,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-15,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-16,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-19,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-20,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-21,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-22,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-23,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-26,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-27,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-28,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-29,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-01-30,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-02,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-03,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-04,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-05,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-06,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-09,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-10,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-11,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-12,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-13,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-16,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-17,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-18,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-19,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-20,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-23,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-24,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-25,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-26,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-02-27,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-03-01,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-03-02,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-03-03,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-03-04,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-03-05,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-03-08,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-03-09,38.387501,38.387501,38.387501,38.387501,27.191576,0
2004-03-10,38.387501,38.387501,38.387501,38.387501,27.191576,0
